Tempo_Label,Tempo_Segundos,FuncaoObjetivo,BestBound,Gap_Percent,Sum_X,Pico_Y
1min,60.0,44871.0,43683.0,2.647589757304272,44871,563
3min,180.0,43914.0,43690.0,0.5100878990754657,43914,488
5min,300.0,43795.0,43703.0,0.21006964265327094,43795,488
10min,600.0,43758.0,43712.0,0.10512363453539925,43758,501
30min,1800.0,43751.0,43712.0,0.08914081963840827,43751,501
1h,3600.0,43750.0,43712.0,0.08685714285714285,43750,501
2h,7200.0,43750.0,43712.0,0.08685714285714285,43750,501
3h,10800.0,43750.0,43712.0,0.08685714285714285,43750,501
4h,14400.0,43750.0,43712.0,0.08685714285714285,43750,501
5h,18000.0,43750.0,43712.0,0.08685714285714285,43750,501
6h,21600.0,43750.0,43712.0,0.08685714285714285,43750,501
7h,25200.0,43750.0,43712.0,0.08685714285714285,43750,501
8h,28800.0,43750.0,43712.0,0.08685714285714285,43750,501
9h,32400.0,43750.0,43712.0,0.08685714285714285,43750,501
10h,36000.0,43750.0,43712.0,0.08685714285714285,43750,501
11h,39600.0,43750.0,43712.0,0.08685714285714285,43750,501
12h,43200.0,43750.0,43712.0,0.08685714285714285,43750,501
13h,46800.0,43750.0,43712.0,0.08685714285714285,43750,501
14h,50400.0,43750.0,43712.0,0.08685714285714285,43750,501
15h,54000.0,43750.0,43712.0,0.08685714285714285,43750,501
16h,57600.0,43750.0,43712.0,0.08685714285714285,43750,501
17h,61200.0,43750.0,43712.0,0.08685714285714285,43750,501
18h,64800.0,43750.0,43712.0,0.08685714285714285,43750,501
19h,68400.0,43750.0,43712.0,0.08685714285714285,43750,501
20h,72000.0,43750.0,43712.0,0.08685714285714285,43750,501
21h,75600.0,43750.0,43712.0,0.08685714285714285,43750,501
22h,79200.0,43750.0,43712.0,0.08685714285714285,43750,501
23h,82800.0,43750.0,43712.0,0.08685714285714285,43750,501
24h,86400.0,43750.0,43712.0,0.08685714285714285,43750,501
